Company_Name,Sector,City,State,Revenue_Cr,Base_MSA_Loss,V7_Direct_EIF,V7_Scope3_Factor,MSA_Intensity_Direct,MSA_Intensity_Scope3,MSA_Intensity_V7_Total,Scope3_Biodiversity_MSA,Data_Tier,Confidence,Scope1_GHG_tCO2e,Scope2_GHG_tCO2e,Scope3_GHG_tCO2e,Water_Consumption_KL,Waste_Generated_MT,Hazardous_Air_Pollutants,Total_GHG_Emissions_tCO2e,GHG_Emissions_Normalized,Water_Consumption_Normalized,Waste_Generated_Normalized,Pollution_Index,Data_Quality_Flag,Land_Owned_ha,Land_Leased_ha,Total_Land_ha,Land_Degraded_HA_Calculated,Land_Restored_ha,Land_Data_Quality,Renewable_Energy_Pct,Land_Degradation_Ratio,Land_Restoration_Ratio,Net_Land_Impact,Distance_To_Protected_Area_km,Land_Degraded_HA_Reported,Land_Intensity,PA_Proximity_Score,Renewable_Energy_GJ,Total_Energy_GJ,Water_Intensity,Water_Stress_Category,Water_Stress_Score,Water_Recycling_Pct,Water_Discharge_ML,Waste_Recycled_Pct,Plastic_Waste_MT,E_Waste_MT,Scope3_OLD,Carbon_Intensity_tCO2e_per_Cr,Waste_Intensity_MT_per_Cr,HAP_Source,HAP_Confidence,HAP_Zero_Category,HAP_Source_Document,HAP_Notes,Water_Discharge_Source,Water_Discharge_Confidence,Water_Discharge_Zero_Category,Water_Discharge_Source_Document,Water_Discharge_Notes,Water_Recycling_Source,Water_Recycling_Confidence,Water_Recycling_Zero_Category,Water_Recycling_Source_Document,Water_Recycling_Notes,Land_Owned_Source,Land_Owned_Confidence,Land_Owned_Zero_Category,Land_Owned_Source_Document,Land_Owned_Notes,Renewable_Energy_Source,Renewable_Energy_Confidence,Renewable_Energy_Zero_Category,Renewable_Energy_Source_Document,Renewable_Energy_Notes,Total_GHG_Emissions_tCO2e_Source,Total_GHG_Emissions_tCO2e_Confidence,Carbon_Intensity_tCO2e_per_Cr_Source,Carbon_Intensity_tCO2e_per_Cr_Confidence,GHG_Emissions_Normalized_Source,GHG_Emissions_Normalized_Confidence,Water_Stress_Score_Source,Water_Stress_Score_Confidence,Renewable_Energy_GJ_Source,Renewable_Energy_GJ_Confidence,Land_Degraded_HA_Reported_Zero_Category,Land_Restored_ha_Zero_Category,Land_Restoration_Ratio_Zero_Category,Land_Leased_ha_Zero_Category,Renewable_Energy_GJ_Zero_Category,Scope1_GHG_tCO2e_Zero_Category,Scope2_GHG_tCO2e_Zero_Category,Water_Consumption_Normalized_Zero_Category,Water_Intensity_Zero_Category,Waste_Generated_Normalized_Zero_Category,Land_Intensity_Zero_Category,Plastic_Waste_MT_Zero_Category,Waste_Recycled_Pct_Zero_Category,Waste_Generated_MT_Zero_Category,Waste_Intensity_MT_per_Cr_Zero_Category,Total_Land_ha_Zero_Category,Land_Degraded_HA_Calculated_Zero_Category,Water_Consumption_KL_Zero_Category,Waste_Generated_MT_Notes,Plastic_Waste_MT_Notes,Scope3_GHG_tCO2e_Notes,Water_Consumption_KL_Notes,Total_GHG_Emissions_tCO2e_Source_Document,Carbon_Intensity_tCO2e_per_Cr_Source_Document,GHG_Emissions_Normalized_Source_Document,Water_Intensity_Source,Water_Intensity_Confidence,Water_Intensity_Source_Document,Water_Consumption_Normalized_Source,Water_Consumption_Normalized_Confidence,Water_Consumption_Normalized_Source_Document,Waste_Intensity_MT_per_Cr_Source,Waste_Intensity_MT_per_Cr_Confidence,Waste_Intensity_MT_per_Cr_Source_Document,Waste_Generated_Normalized_Source,Waste_Generated_Normalized_Confidence,Waste_Generated_Normalized_Source_Document,Land_Intensity_Source,Land_Intensity_Confidence,Land_Intensity_Source_Document,Water_Stress_Score_Source_Document,NC_Climate_Cr,NC_Water_Cr,NC_Land_Cr,NC_Biodiversity_Cr,NC_Pollution_Cr,NC_Energy_Depletion_Cr,TAESC_Cr,NIR,NII_Score,NII_Rank,NII_Sector_Rank,NII_Rating,NII_Percentile
ARVIND LIMITED,Textiles & Apparel,Bangalore,Karnataka,8621.9527161,0.48,0.04,0.006,0.0024812613078314,0.006,0.0084812613078314,51.731716296600005,Tier 2,75%,253283.0,190808.0,154000.0,2684426.0,34493.0,32.0,598091.0,69368.39248528572,311347.79885620344,4000.60185154928,0.0,OK,850.0,115.0,965.0,458.375,25.0,,43.3,0.475,5.45404963185165,,13.640964455332464,0.0,0.1119236015059593,0.0173378133037646,4227890.0,9771300.0,311347.79885620344,Extremely High (4-5),4.990557704403536,86.0,0.0,98.0,783.3,5.8,0.046428,69.36839248528571,4.00060185154928,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,HIGH,LEGITIMATE_ZLD,,"Triple-validated by Gemini: Textiles. Verified: ""Total water discharge: 0.0 Million m3"". Major manufacturing units (Santej) are ZLD; treated water is 100% recycled for processes.",PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,,,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,280.74055,76.37611015231198,74.27,257.9063388276455,41.54586,166.3023,897.1411589799575,0.10405312909043239,3.8,323,5,Poor,38.0
AU Small Finance Bank Limited,Banking & Financial Services,Chennai,Tamil Nadu,18590.0420368,0.52,0.0011797441546504,0.000297,4.88429108613223e-05,0.000297,0.0003458429108613,5.5212424849296005,Tier 2,75%,316.89,28075.87,12450.0,566264.79,162.86,0.0,40842.76,2197.0235419128976,30460.65140030604,8.760604181400439,,OK,5.0,45.0,50.0,11.25,0.0,,4.5,0.225,0.0,,13.640964455332464,0.0,0.0026896119923248,0.0060090657537315,1859.88,45200.0,30460.65140030604,Extremely High (4-5),4.997639426100884,0.0,251673.0,85.0,5.2,18.4,0.00373032,2.197023541912898,0.0087606041814004,GEMINI_G6.1_405_HAP,HIGH,LEGITIMATE_SERVICE,BRSR FY24,Financial Services - BRSR explicitly reports Nil,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),GEMINI_G6.4_91_Renewable_Energy,HIGH,,BRSR FY24,Explicitly reported in GJ.,CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,29.064651256,28.301209111050643,1.5,2.7606212424648002,0.504889,1.3002036,63.431574209515446,0.0034121264537191032,8.9,56,48,Excellent,89.0
AUROBINDO PHARMA LIMITED,Pharmaceuticals & Healthcare,Kolkata,West Bengal,34498.9947647,0.58,0.0144770016599194,0.003465,0.0002895200662972,0.003465,0.0037545200662972,119.5390168596855,Tier 2,75%,750616.0,474772.0,360221.0,5543209.0,55538.0,1442.0,1585609.0,45961.02033739325,160677.40633625395,1609.84400788476,0.0,OK,1250.0,145.0,1395.0,732.375,0.0,,15.5,0.525,0.0,,13.640964455332464,0.0,0.0404359608015996,0.0119439758990582,812924.0,5806600.0,160677.40633625395,Extremely High (4-5),4.992918278302652,42.0,0.0,74.5,1845.0,12.8,0.10049193,45.96102033739325,1.60984400788476,GEMINI_G6.1_405_HAP,HIGH,,BRSR FY24,"PM: 382t, NOx: 645t, SOx: 415t",PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_ZLD,,Pre-existing zero - LEGITIMATE_ZLD,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,1037.1290538,218.677649154883,103.23,657.9036028103097,85.08479,149.81028,2251.835375765193,0.06527249246315177,5.6,229,37,Average,56.0
Aarti Industries Limited,Chemicals & Fertilizers,Hyderabad,Telangana,8078.5789829,0.45,0.0374641669027132,0.005225,0.002645359345084,0.005225,0.007870359345084,42.210575185652495,Tier 2,75%,620823.0,171010.0,1941181.0,2931534.0,468736.07,1120.0,2733014.0,338303.8038973185,362877.4325540673,58022.09410741392,0.0,OK,450.0,85.0,535.0,280.9285,0.0,,14.0,0.5251,0.0,,13.640964455332464,0.0,0.066224518090674,0.016125253647654,1079484.7,7710605.0,362877.4325540673,Extremely High (4-5),4.3109721277773305,38.0,45800.0,62.0,212.0,3.2,0.033298925,338.30380389731846,58.02209410741392,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,1352.701475,104.00199305545428,48.15428,308.8001013330849,648.9357766,198.933609,2661.5272349885395,0.3294548757426545,1.5,444,138,Critical,15.0
Aavas Financiers Limited,Banking & Financial Services,Pune,Maharashtra,2358.415041658,0.42,0.0011797441546504,0.000297,0.000308142129946,0.000297,0.000605142129946,0.7004492673724261,Tier 2,75%,33.02,2746.2,14430.15,119033.79,12.96,0.0,17209.37,7297.006547202804,50471.94318957426,5.495215969657712,,OK,0.0,5.0,5.0,1.125,0.0,,0.0,0.225,0.0,,101.9533924897166,0.0,0.0021200678895284,0.0041707580141597,0.0,4320.0,50471.94318957426,Extremely High (4-5),5.0,0.0,0.0,92.0,0.24,2.15,0.000477576,7.297006547202804,0.0054952159696577,GEMINI_G6.1_405_HAP,HIGH,LEGITIMATE_SERVICE,BRSR FY24,Financial Services - BRSR explicitly reports Nil,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_OTHER,,Pre-existing zero - LEGITIMATE_OTHER,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_OTHER,,Pre-existing zero - LEGITIMATE_OTHER,CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,LEGITIMATE_OTHER,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,8.49515075,5.9516895,0.15,0.35022463368621304,0.0481668,0.1296,15.124831683686216,0.0064131339974210985,8.4,82,58,Excellent,84.0
Adani Energy Solutions Limited,Energy & Power,Ahmedabad,Gujarat,24446.55,0.51,0.1562256571307733,0.0054449999999999,0.0047661114516177,0.0054449999999999,0.0102111114516176,133.11146474999754,Tier 2,75%,1340619.0,420669.0,3963034.0,257504976.0,3789.36,3850.0,5724322.0,234156.6396894449,10533387.1650601,155.00592108088873,0.0,OK,850.0,14200.0,15050.0,7901.25,45.0,,5.035830618892509,0.525,0.5695301376364499,,13.640964455332464,0.0,0.6156287901564843,0.0093024185302261,12368.0,245600.0,10533387.1650601,Extremely High (4-5),4.995278852201768,15.0,0.0,88.0,1.2,45.6,0.0910240649999983,234.1566396894449,0.1550059210808887,TIER2_SECTOR_MEDIAN_AFTER_GEMINI_NULL,MEDIUM,,,"Gemini found NULL (concentration only, no mass load disclosed in BRSR). Imputed with Power Generation sector median: 3850.00 tonnes.",PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_FROM_GJ,HIGH,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,,,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,3178.9873316,11899.484278904785,1292.5,1003.9393663844638,6.0926832,6.99696,17388.00062008925,0.7112660322249663,0.8,481,21,Critical,8.0
Adani Enterprises Limited,Diversified Conglomerate,Mumbai,Maharashtra,97894.75,0.55,0.0374641669027132,0.005225,0.0002137035033861,0.005225,0.0054387035033861,511.50006875,Tier 2,75%,1255719.0,419927.0,9365982.0,5852818.0,247572956.0,342.0,11041628.0,112790.80849585906,59786.842501768486,2528970.71599856,0.0,OK,12400.0,1500.0,13900.0,7298.89,210.0,,12.0,0.5251,2.8771498131907727,,101.9533924897166,450.0,0.1419892282272542,0.0039548190707496,511200.0,4260000.0,59786.842501768486,Extremely High (4-5),5.0,12.5,125000.0,95.0,415.0,22.4,0.5037944999999999,112.79080849585908,2528.97071599856,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_FROM_GJ,HIGH,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,,,,,,,,,,,,,,,,,,,INCLUDES_OVERBURDEN: 247M MT is 99% mining overburden used for backfilling. Operational waste ~2M MT.,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,5305.77089,274.35084375,1131.5112,3072.6856151233474,3331.62338,112.464,13228.405928873348,0.13512885960557994,3.0,365,1,Poor,30.0
Adani Ports and Special Economic Zone Limited,Transportation & Logistics,Delhi,Delhi,32383.08,0.62,0.065,0.0125,0.0015087982029202,0.0125,0.0140087982029202,404.78850000000006,Tier 2,75%,150398.25,323098.43,2005650.0,7795719.0,12344.53594,245.0,2479146.68,76556.8525291603,240734.3279268062,381.2032684970052,0.0,OK,8500.0,4500.0,13000.0,4875.0,2100.0,,15.0,0.375,43.07692307692308,,13.640964455332464,0.0,0.4014442109891956,0.0173378133037646,193940.0,1140800.0,240734.3279268062,Extremely High (4-5),4.988669245284243,22.0,0.0,91.0,124.0,14.5,0.333875,76.5568525291603,0.3812032684970052,GEMINI_G6.1_405_HAP,MEDIUM,,BRSR FY24,"Sum of NOx, SOx, PM from DG sets and port equipment",PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_ZLD,,Pre-existing zero - LEGITIMATE_ZLD,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,,,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,1217.287856,346.2019611476261,826.0,783.4061310669779,14.7385441746,28.4058,3216.040292389204,0.09931236597597275,4.0,313,7,Average,40.0
Adani Total Gas Limited,Oil & Gas,Bangalore,Karnataka,5411.68,0.48,0.0971185610539406,0.0154274999999999,0.0096735649109548,0.0154274999999999,0.0251010649109547,83.48869319999946,Tier 2,75%,80662.0,45200.0,2074877.0,107708.0,139.77,2.4,2200739.0,406664.6586642225,19902.876740679418,25.82746947343524,0.0,OK,45.0,1200.0,1245.0,840.375,0.0,,0.1,0.675,0.0,,13.640964455332464,0.0,0.2300579487331105,0.0149300900923405,3776.0,694623.0,19902.876740679418,Extremely High (4-5),4.990557704403536,0.0,0.0,78.0,0.85,1.4,0.0743451224999995,406.66465866422254,0.0258274694734352,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_OTHER,,Pre-existing zero - LEGITIMATE_OTHER,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,988.0736362,5.376246903033065,131.97,304.7437025448823,0.19903939999999998,20.72541,1451.0880350479154,0.2681400295375771,1.7,434,7,Critical,17.0
Aditya Birla Capital Limited,Banking & Financial Services,Chennai,Tamil Nadu,40589.98,0.52,0.0011797441546504,0.000297,1.7416658445283144e-05,0.000297,0.0003144166584452,12.05522406,Tier 2,75%,39.6,5541.77,12400.0,677104.0,96.23,0.0,17981.370000000003,443.0002182804722,16681.555398647644,2.3707821486977823,,OK,0.0,22.0,22.0,4.95,0.0,,87.7,0.225,0.0,,13.640964455332464,0.0,0.0005420056871178,0.0060139612112383,84230.95,96012.33,16681.555398647644,Extremely High (4-5),4.972667083572188,0.0,0.0,94.0,1.5,12.8,0.010461231,0.4430002182804722,0.0023707821486977,GEMINI_G6.1_405_HAP,HIGH,LEGITIMATE_SERVICE,BRSR FY24,Financial Services - BRSR explicitly reports Nil,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_SERVICE,,Pre-existing zero - LEGITIMATE_SERVICE,PRE_V7_BASELINE,LOW-MEDIUM,LEGITIMATE_OTHER,,Pre-existing zero - LEGITIMATE_OTHER,PRE_V7_BASELINE,MEDIUM,,,Carried forward from earlier version (v3/v4/GIS),CALCULATED_SUM_SCOPES,MEDIUM,CALCULATED_RATIO_GHG_REVENUE,MEDIUM,CALCULATED_MEDIAN_NORM,MEDIUM,CALCULATED_GIS_AQUEDUCT,HIGH,,,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_DISCLOSURE,LEGITIMATE_NO_RESTORATION_PROGRAM,,,,,,,,,,,,,,,,,,,,Calculated: Scope1 + Scope2 + Scope3,Calculated: Total_GHG / Revenue_Cr,Calculated: (Total_GHG / Median) * 100000,CALCULATED_RATIO_WATER_REVENUE,MEDIUM,Calculated: Water_Consumption / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Water_Consumption / Median) * 100000,CALCULATED_RATIO_WASTE_REVENUE,MEDIUM,Calculated: Waste_Generated / Revenue_Cr,CALCULATED_MEDIAN_NORM,MEDIUM,Calculated: (Waste_Generated / Median) * 100000,CALCULATED_RATIO_LAND_REVENUE,MEDIUM,Calculated: Total_Land / Revenue_Cr,WRI Aqueduct 3.0 baseline water stress by state,5.30366,33.688634956595564,0.66,6.02761203,0.3060038,0.3534414000000001,46.33935218659556,0.0011416451101132733,9.6,19,15,Excellent,96.0
